DATE_TIME,DC_POWER,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 06:00:00,583.1743100763313,24.07395065,22.9739853,0.04324318552999995
2020-05-15 07:00:00,1976.4239447727273,24.889582025,28.80672136428571,0.14756142282857138
2020-05-15 08:00:00,4220.533982636363,26.160301766666667,36.58531696666667,0.3162804106666666
2020-05-15 09:00:00,5708.149959420454,27.644041851190476,42.923460508333335,0.4396227654285715
2020-05-15 10:00:00,6636.017573022727,28.90181376666667,48.36988061666666,0.5150172215
2020-05-15 11:00:00,7694.847943613637,30.18125093809524,48.84254719285714,0.5618510868928571
2020-05-15 12:00:00,8780.62310625,31.837944483333338,50.50314281666666,0.6783298891666667
2020-05-15 13:00:00,7115.079139625,32.58073820119048,47.702169028571426,0.5102064738571428
2020-05-15 14:00:00,8930.334794522727,33.917765453571434,51.74296217738095,0.6594180685952381
2020-05-15 15:00:00,6208.556818181818,34.19202876666667,45.24501753333333,0.43940194566666657
2020-05-15 16:00:00,4437.164772727272,34.18140343333333,41.259987966666664,0.3230948608333333
2020-05-15 17:00:00,1559.9149080227273,33.02189040952381,34.64146269404762,0.11656907559047618
2020-05-15 18:00:00,98.91156655806819,29.18877659404762,28.038944299999997,0.00838397645314285
2020-05-16 06:00:00,556.5361201082954,21.977285575,21.018062401190473,0.039656076961309475
2020-05-16 07:00:00,2355.597402590909,22.867214584523808,25.23972486785714,0.16622843759523806
2020-05-16 08:00:00,5347.960836068181,24.810612966666667,34.82467651666667,0.3835834596666666
2020-05-16 09:00:00,6357.830560045455,26.480266933333333,39.938825566666665,0.4604658103333333
2020-05-16 10:00:00,8052.008116954546,28.15197038809524,47.41450148333333,0.552785017345238
2020-05-16 11:00:00,7923.825284147728,29.51412865,47.71051726666666,0.5584641586666665
2020-05-16 12:00:00,9516.340300318181,30.643568545238097,50.86235429761904,0.6954473704761904
2020-05-16 13:00:00,8705.970373443182,31.490084383333333,50.48822185,0.6139163518333333
2020-05-16 14:00:00,7392.4474432159095,32.0017147202381,47.24071738690476,0.5202818691071428
2020-05-16 15:00:00,5506.677556829545,32.34811151666666,43.648819533333324,0.3836832741666666
2020-05-16 16:00:00,2760.0160308636364,31.945855309523807,36.14177540119047,0.18631905705952378
2020-05-16 17:00:00,1374.118506515909,31.40916235,32.052246016666665,0.0932087213833333
2020-05-16 18:00:00,129.5068993465909,29.379739349999998,26.678444883333334,0.008846148554976651
2020-05-17 06:00:00,364.5541801931818,22.780542049999998,21.898464,0.029804955638333325
2020-05-17 07:00:00,2751.9711850681815,23.785956519047616,27.036007041666664,0.21195417485238088
2020-05-17 08:00:00,5828.107954534091,25.97143091666667,39.30826661666667,0.43525991499999994
2020-05-17 09:00:00,8218.946225693182,28.375963504761902,47.53485876190476,0.6042784054880952
2020-05-17 10:00:00,10310.798701352272,30.33595685,51.79666196666667,0.7530183226666667
2020-05-17 11:00:00,11654.63879859091,31.88541513452381,60.1113761095238,0.9144147961666667
2020-05-17 12:00:00,9389.199066579546,33.05976041666667,56.0419613,0.7314588040000001
2020-05-17 13:00:00,7765.33908278409,33.680019560714285,50.87901851904762,0.5605612115714286
2020-05-17 14:00:00,7042.744723954545,34.24005043333334,48.93140163333333,0.5259670066666666
2020-05-17 15:00:00,7136.5428165,34.98917440952381,49.21295312023809,0.5185228104285714
2020-05-17 16:00:00,4750.706507056818,31.174709830952377,38.86334765595238,0.3352452847619047
2020-05-17 17:00:00,1487.9460227556817,27.844508734523806,30.243215540476193,0.10356787474523806
2020-05-17 18:00:00,112.07913961136363,26.157002700000003,25.363074783333335,0.008707614050644949
